Age Range,Zip Code,City,Gender,Donors,Non-Donors,ID Card Donors,ID Card Non-Donors,Driver License Donors,Driver License Non-Donors,ID Card/Driver License Donors,ID Card/Driver License Non-Donors
16-17,19975,SELBYVILLE,F,27,6,1,32,26,7,1,3
16-17,19808,WILMINGTON,F,108,66,3,171,105,69,5,6
41-45,19806,WILMINGTON,F,198,77,11,264,187,88,8,6
51-55,19956,LAUREL,M,244,324,15,553,229,339,13,20
21-25,19980,WOODSIDE,F,1,1,0,2,1,1,0,0
41-45,19933,BRIDGEVILLE,F,122,129,5,246,117,134,7,10
66-70,19956,LAUREL,F,224,244,7,461,217,251,3,1
61-65,19701,BEAR,F,846,723,19,1550,827,742,10,11
51-55,19801,WILMINGTON,F,171,272,24,419,147,296,14,17
51-55,19709,MIDDLETOWN,F,1118,712,17,1813,1101,729,14,14
61-65,19720,NEW CASTLE,M,708,1068,42,1734,666,1110,32,45
51-55,19951,HARBESON,F,36,20,1,55,35,21,2,0
45-50,19933,BRIDGEVILLE,M,102,176,7,271,95,183,5,17
26-30,19810,WILMINGTON,F,459,236,27,668,432,263,23,30
26-30,19977,SMYRNA,F,497,335,25,807,472,360,35,52
51-55,19804,WILMINGTON,F,331,237,24,544,307,261,5,5
71+,19904,DOVER,M,757,1010,36,1731,721,1046,9,19
16-17,19703,CLAYMONT,F,31,26,2,55,29,28,3,4
66-70,19720,NEW CASTLE,M,475,790,27,1238,448,817,15,34
56-60,19962,MAGNOLIA,F,250,201,5,446,245,206,7,5
71+,19952,HARRINGTON,M,245,411,13,643,232,424,8,1
21-25,19943,FELTON,M,232,182,18,396,214,200,24,28
51-55,19904,DOVER,F,567,568,26,1109,541,594,11,26
36-40,19901,DOVER,F,586,550,47,1089,539,597,46,62
71+,19930,BETHANY BEACH,F,373,198,11,560,362,209,2,2
71+,19807,WILMINGTON,M,417,301,15,703,402,316,10,2
71+,19804,WILMINGTON,F,385,643,35,993,350,678,4,12
41-45,19934,CAMDEN WYOMING,M,103,93,10,186,93,103,7,6
18-20,19706,DELAWARE CITY,F,14,9,1,22,13,10,2,1
71+,19808,WILMINGTON,F,1229,1573,78,2724,1151,1651,13,18
71+,19709,MIDDLETOWN,M,833,984,34,1783,799,1018,6,5
66-70,19964,MARYDEL,F,15,14,0,29,15,14,1,0
71+,19706,DELAWARE CITY,M,43,51,2,92,41,53,0,1
26-30,19945,FRANKFORD,F,154,84,5,233,149,89,11,11
51-55,19940,DELMAR,F,113,93,3,203,110,96,2,5
21-25,19945,FRANKFORD,F,114,91,12,193,102,103,14,17
18-20,19958,LEWES,F,215,78,14,279,201,92,25,19
26-30,19951,HARBESON,F,21,19,1,39,20,20,3,4
18-20,19701,BEAR,M,411,384,30,765,381,414,45,68
21-25,19736,YORKLYN,M,6,2,1,7,5,3,1,0
21-25,19810,WILMINGTON,F,481,226,25,682,456,251,30,22
61-65,19801,WILMINGTON,F,151,226,29,348,122,255,6,9
45-50,19807,WILMINGTON,M,194,82,4,272,190,86,3,2
26-30,19806,WILMINGTON,F,458,105,16,547,442,121,15,6
71+,19940,DELMAR,F,144,256,7,393,137,263,2,1
18-20,19720,NEW CASTLE,F,507,539,51,995,456,590,95,127
41-45,19702,NEWARK,M,807,940,65,1682,742,1005,54,79
45-50,19803,WILMINGTON,M,431,244,8,667,423,252,7,7
16-17,19963,MILFORD,M,43,32,2,73,41,34,5,7
61-65,19941,ELLENDALE,F,50,48,1,97,49,49,1,0
36-40,19941,ELLENDALE,M,44,74,6,112,38,80,5,12
71+,19947,GEORGETOWN,F,430,653,28,1055,402,681,7,7
66-70,19953,HARTLY,F,78,62,2,138,76,64,2,1
36-40,19934,CAMDEN WYO,F,6,7,0,13,6,7,0,0
26-30,19804,WILMINGTON,F,401,254,33,622,368,287,40,39
41-45,19810,WILMINGTON,F,435,263,10,688,425,273,9,12
36-40,19958,LEWES,F,348,150,19,479,329,169,22,10
26-30,19720,NEW CASTLE,M,1023,1460,168,2315,855,1628,166,309
31-35,19809,WILMINGTON,F,371,240,30,581,341,270,23,27
56-60,19958,LEWES,M,504,370,7,867,497,377,14,12
21-25,19902,DOVER,F,6,1,1,6,5,2,1,0
36-40,19977,SMYRNA,M,449,436,33,852,416,469,27,40
56-60,19966,MILLSBORO,M,516,508,18,1006,498,526,24,28
36-40,19980,WOODSIDE,F,5,1,3,3,2,4,1,0
41-45,19954,HOUSTON,M,21,37,3,55,18,40,2,4
18-20,19966,MILLSBORO,M,200,178,21,357,179,199,39,36
26-30,19713,NEWARK,M,683,730,76,1337,607,806,91,119
56-60,19960,LINCOLN,M,106,148,2,252,104,150,4,8
61-65,19709,MIDDLETOWN,F,720,533,15,1238,705,548,7,5
51-55,19806,WILMINGTON,M,179,82,11,250,168,93,6,7
18-20,19934,CAMDEN,F,22,29,2,49,20,31,2,9
41-45,19938,CLAYTON,F,214,149,7,356,207,156,5,5
16-17,19971,REHOBOTH BEACH,M,20,9,1,28,19,10,2,0
16-17,19979,VIOLA,F,4,0,0,4,4,0,0,0
45-50,19956,LAUREL,F,281,224,13,492,268,237,8,10
31-35,19801,WILMINGTON,M,301,435,61,675,240,496,31,68
66-70,19971,REHOBOTH BEACH,F,507,233,4,736,503,237,6,4
26-30,19803,WILMINGTON,F,399,126,10,515,389,136,16,6
45-50,19953,HARTLY,F,71,62,5,128,66,67,3,2
61-65,19810,WILMINGTON,M,562,371,7,926,555,378,6,4
71+,19734,TOWNSEND,M,238,342,7,573,231,349,2,4
71+,19968,MILTON,F,662,612,16,1258,646,628,6,10
36-40,19808,WILMINGTON,M,704,596,40,1260,664,636,38,49
51-55,19701,BEAR,M,798,819,28,1589,770,847,16,43
41-45,19711,NEWARK,M,596,505,28,1073,568,533,26,32
36-40,19807,WILMINGTON,F,132,58,4,186,128,62,5,3
45-50,19945,FRANKFORD,M,99,111,7,203,92,118,6,3
51-55,19720,NEWCASTLE,M,0,2,0,2,0,2,0,0
61-65,19971,REHOBOTH BEACH,M,366,256,6,616,360,262,6,9
71+,19962,MAGNOLIA,M,269,329,8,590,261,337,1,9
21-25,19934,CAMDEN WYOMING,M,197,125,17,305,180,142,23,19
18-20,19951,HARBESON,F,12,6,2,16,10,8,3,3
16-17,19952,HARRINGTON,F,39,28,1,66,38,29,2,4
36-40,19707,HOCKESSIN,F,295,178,9,464,286,187,6,6
71+,19941,ELLENDALE,M,27,84,1,110,26,85,1,1
16-17,19945,FRANKFORD,M,21,11,0,32,21,11,5,3
31-35,19964,MARYDEL,M,21,20,3,38,18,23,2,4
36-40,19804,WILMINGTON,M,312,340,28,624,284,368,30,39
61-65,19804,NEWPORT,F,17,7,0,24,17,7,0,0
56-60,19709,MIDDLETOWN,M,922,740,22,1640,900,762,18,21
26-30,19702,NEWARK,M,1256,1414,119,2551,1137,1533,155,238
56-60,19707,HOCKESSIN,M,388,274,7,655,381,281,9,4
18-20,19977,SMYRNA,F,276,167,18,425,258,185,29,27
71+,19934,WYOMING,M,27,34,1,60,26,35,0,0
51-55,19946,FREDERICA,M,79,98,4,173,75,102,0,5
18-20,19970,OCEAN VIEW,M,36,23,2,57,34,25,4,2
45-50,19952,HARRINGTON,M,160,169,10,319,150,179,9,9
26-30,19967,MILLVILLE,M,17,11,1,27,16,12,3,2
71+,19810,WILMINGTON,F,1079,1101,60,2120,1019,1161,13,17
18-20,19904,DOVER,M,237,290,16,511,221,306,24,49
21-25,19966,MILLSBORO,F,410,254,45,619,365,299,63,43
26-30,19904,DOVER,M,723,634,88,1269,635,722,94,116
26-30,19809,BELLEFONTE,M,4,3,1,6,3,4,0,1
21-25,19973,SEAFORD,F,446,341,45,742,401,386,51,81
41-45,19970,OCEAN VIEW,M,74,42,10,106,64,52,8,2
31-35,19971,REHOBOTH BEACH,F,173,100,10,263,163,110,10,11
21-25,19902,DOVER AFB,M,35,15,1,49,34,16,0,1
51-55,19711,NEWARK,F,1045,555,15,1585,1030,570,21,15
31-35,19809,WILMINGTON,M,333,277,23,587,310,300,24,19
26-30,19734,TOWNSEND,F,271,112,9,374,262,121,16,8
51-55,19702,NEWARK,F,1018,1002,38,1982,980,1040,32,43
21-25,19970,OCEAN VIEW,F,81,36,2,115,79,38,7,2
16-17,19713,NEWARK,F,70,54,6,118,64,60,12,6
66-70,19950,GREENWOOD,M,77,119,0,196,77,119,0,1
71+,19703,CLAYMONT,M,220,314,10,524,210,324,7,3
66-70,19904,DOVER,M,383,453,13,823,370,466,5,13
26-30,19807,WILMINGTON,M,124,66,4,186,120,70,5,7
31-35,19802,WILMINGTON,M,335,573,68,840,267,641,40,108
66-70,19713,NEWARK,M,292,373,14,651,278,387,6,8
36-40,19730,ODESSA,M,5,7,0,12,5,7,0,0
51-55,19951,HARBESON,M,37,37,2,72,35,39,2,4
36-40,19804,NEWPORT,M,7,13,0,20,7,13,1,1
21-25,19979,VIOLA,F,12,7,1,18,11,8,1,1
36-40,19933,BRIDGEVILLE,M,107,187,17,277,90,204,13,31
66-70,19809,BELLEFONTE,M,2,3,0,5,2,3,0,0
36-40,19706,DELAWARE CITY,F,42,19,4,57,38,23,7,3
31-35,19945,FRANKFORD,M,139,109,19,229,120,128,18,14
16-17,19966,MILLSBORO,M,58,44,5,97,53,49,7,9
21-25,19720,NEW CASTLE,F,970,1059,122,1907,848,1181,168,248
51-55,19702,NEWARK,M,819,934,31,1722,788,965,20,43
16-17,19701,BEAR,F,121,85,7,199,114,92,12,15
56-60,19711,NEWARK,M,921,664,17,1568,904,681,14,13
51-55,19944,FENWICK ISLAND,M,13,6,1,18,12,7,0,0
41-45,19964,MARYDEL,F,18,11,5,24,13,16,1,1
41-45,19713,NEWARK,M,460,540,44,956,416,584,50,52
31-35,19804,WILMINGTON,M,364,285,46,603,318,331,41,41
45-50,19803,WILMINGTON,F,501,175,5,671,496,180,4,5
51-55,19934,CAMDEN WYO,M,7,7,0,14,7,7,0,0
16-17,19802,WILMINGTON,F,26,52,3,75,23,55,3,20
36-40,19930,BETHANY BEACH,F,15,4,0,19,15,4,0,0
16-17,19711,NEWARK,M,114,50,2,162,112,52,5,4
36-40,19962,MAGNOLIA,F,270,179,18,431,252,197,14,20
16-17,19934,CAMDEN,M,5,3,1,7,4,4,1,0
41-45,19958,LEWES,M,300,214,17,497,283,231,19,21
26-30,19805,WILMINGTON,F,780,761,120,1421,660,881,122,168
41-45,19941,ELLENDALE,M,29,44,6,67,23,50,2,5
71+,19709,MIDDLETOWN,F,884,1046,36,1894,848,1082,7,11
71+,19977,SMYRNA,F,663,827,35,1455,628,862,4,12
21-25,19901,DOVER,F,631,510,68,1073,563,578,90,102
41-45,19953,HARTLY,M,72,57,7,122,65,64,9,6
45-50,19711,NEWARK,F,830,443,14,1259,816,457,15,19
61-65,19964,MARYDEL,F,25,22,3,44,22,25,0,0
51-55,19962,MAGNOLIA,M,241,216,14,443,227,230,9,16
51-55,19707,HOCKESSIN,M,402,257,5,654,397,262,7,5
71+,19701,BEAR,F,714,1007,32,1689,682,1039,8,23
61-65,19940,DELMAR,M,73,116,3,186,70,119,2,1
66-70,19901,LEIPSIC,M,2,3,0,5,2,3,1,1
61-65,19803,WILMINGTON,F,581,264,7,838,574,271,4,3
71+,19936,CHESWOLD,F,5,19,1,23,4,20,0,0
18-20,19934,CAMDEN,M,25,31,2,54,23,33,2,5
31-35,19954,HOUSTON,F,29,16,4,41,25,20,1,1
71+,19934,CAMDEN-WYOMING,M,38,66,1,103,37,67,0,0
71+,19971,REHOBOTH BEACH,F,930,697,28,1599,902,725,10,14
18-20,19979,VIOLA,M,9,10,4,15,5,14,4,4
51-55,19930,BETHANY BEACH,M,29,21,0,50,29,21,0,0
26-30,19968,MILTON,F,206,130,14,322,192,144,17,14
18-20,19971,REHOBOTH BCH,F,1,2,0,3,1,2,1,2
51-55,19947,GEORGETOWN,F,269,257,8,518,261,265,7,15
41-45,19960,LINCOLN,M,94,135,10,219,84,145,9,15
41-45,19936,CHESWOLD,M,5,4,2,7,3,6,1,2
16-17,19962,MAGNOLIA,M,52,27,3,76,49,30,4,4
41-45,19946,FREDERICA,F,85,46,4,127,81,50,2,4
26-30,19803,TALLEYVILLE,M,11,11,3,19,8,14,4,0
41-45,19970,OCEAN VIEW,F,100,48,2,146,98,50,3,2
18-20,19706,DELAWARE CITY,M,16,17,3,30,13,20,3,3
71+,19946,FREDERICA,M,104,139,4,239,100,143,0,5
21-25,19803,WILMINGTON,M,393,197,14,576,379,211,20,17
45-50,19801,WILMINGTON,M,158,256,48,366,110,304,23,31
31-35,19706,DELAWARE CITY,F,48,19,8,59,40,27,4,4
56-60,19973,SEAFORD,F,427,428,15,840,412,443,13,15
18-20,19806,WILMINGTON,F,70,16,3,83,67,19,3,1
71+,19958,LEWES,F,2042,1547,60,3529,1982,1607,8,17
51-55,19975,SELBYVILLE,M,152,137,10,279,142,147,5,7
56-60,19971,REHOBOTH BCH,F,25,11,0,36,25,11,0,0
16-17,19973,SEAFORD,M,48,41,3,86,45,44,7,3
61-65,19960,LINCOLN,F,121,116,2,235,119,118,2,2
61-65,19946,FREDERICA,F,91,78,4,165,87,82,1,3
18-20,19954,HOUSTON,F,17,16,2,31,15,18,2,0
51-55,19971,REHOBOTH BEACH,F,280,101,6,375,274,107,6,3
56-60,19953,HARTLY,F,115,91,7,199,108,98,3,0
41-45,19934,CAMDEN,F,59,42,0,101,59,42,3,2
36-40,19711,NEWARK,M,807,576,37,1346,770,613,47,44
51-55,19706,DELAWARE CITY,M,37,25,3,59,34,28,3,1
16-17,19951,HARBESON,F,3,0,0,3,3,0,0,0
56-60,19947,GEORGETOWN,M,225,325,19,531,206,344,14,24
18-20,19939,DAGSBORO,F,64,32,2,94,62,34,6,8
18-20,19943,FELTON,F,139,82,12,209,127,94,20,18
51-55,19934,CAMDEN WYOMING,M,138,128,2,264,136,130,4,5
21-25,19962,MAGNOLIA,M,277,210,25,462,252,235,32,40
26-30,19956,LAUREL,F,383,247,29,601,354,276,38,39
56-60,19933,BRIDGEVILLE,F,177,195,9,363,168,204,4,3
21-25,19734,TOWNSEND,F,273,141,23,391,250,164,28,8
16-17,19901,DOVER,M,58,66,3,121,55,69,5,6
41-45,19950,GREENWOOD,F,103,90,5,188,98,95,4,7
16-17,19950,GREENWOOD,M,12,16,0,28,12,16,1,5
31-35,19701,BEAR,F,884,745,56,1573,828,801,61,69
61-65,19968,MILTON,M,269,259,4,524,265,263,4,14
66-70,19702,NEWARK,F,604,631,14,1221,590,645,8,11
26-30,19810,WILMINGTON,M,457,325,35,747,422,360,47,43
51-55,19805,ELSMERE,M,8,13,0,21,8,13,0,1
66-70,19960,LINCOLN,M,87,109,8,188,79,117,5,3
61-65,19807,WILMINGTON,F,214,94,1,307,213,95,3,2
66-70,19963,MILFORD,M,319,308,8,619,311,316,4,10
18-20,19807,WILMINGTON,F,138,31,0,169,138,31,4,2
56-60,19702,NEWARK,F,963,923,29,1857,934,952,18,21
36-40,19934,CAMDEN WYOMING,M,125,103,14,214,111,117,7,10
36-40,19809,BELLEFONTE,M,5,3,0,8,5,3,0,0
51-55,19940,DELMAR,M,107,129,1,235,106,130,3,3
71+,19801,WILMINGTON,M,96,219,18,297,78,237,5,15
31-35,19701,BEAR,M,817,760,57,1520,760,817,61,83
31-35,19943,FELTON,M,232,192,10,414,222,202,20,28
21-25,19938,CLAYTON,F,145,139,10,274,135,149,16,17
18-20,19971,REHOBOTH BEACH,F,77,32,7,102,70,39,13,2
61-65,19713,NEWARK,F,550,465,19,996,531,484,10,17
36-40,19962,MAGNOLIA,M,215,218,16,417,199,234,14,20
26-30,19934,CAMDEN WYOMING,F,150,80,11,219,139,91,13,8
45-50,19977,SMYRNA,F,488,390,14,864,474,404,14,17
71+,19934,CAMDEN,F,120,147,4,263,116,151,2,5
16-17,19933,BRIDGEVILLE,F,23,26,1,48,22,27,4,3
26-30,19936,CHESWOLD,F,6,7,4,9,2,11,4,1
71+,19711,NEWARK,F,1345,1408,74,2679,1271,1482,15,13
41-45,19962,MAGNOLIA,F,265,169,8,426,257,177,6,10
31-35,19805,ELSMERE,M,14,21,2,33,12,23,3,2
36-40,19810,WILMINGTON,M,460,351,23,788,437,374,15,32
18-20,19803,WILMINGTON,F,273,72,8,337,265,80,9,2
36-40,19701,BEAR,F,822,762,37,1547,785,799,36,43
16-17,19720,NEW CASTLE,M,97,108,6,199,91,114,14,23
66-70,19975,SELBYVILLE,M,344,213,3,554,341,216,4,3
21-25,19809,BELLEFONTE,M,1,2,0,3,1,2,0,2
36-40,19809,WILMINGTON,M,288,265,25,528,263,290,28,22
31-35,19734,TOWNSEND,F,293,151,15,429,278,166,18,11
31-35,19904,DOVER,M,613,639,74,1178,539,713,68,108
26-30,19947,GEORGETOWN,F,291,233,25,499,266,258,33,51
51-55,19967,MILLVILLE,M,16,10,0,26,16,10,0,0
56-60,19934,WYOMING,F,40,15,1,54,39,16,0,0
41-45,19801,WILMINGTON,M,171,297,64,404,107,361,23,45
16-17,19980,WOODSIDE,F,1,1,0,2,1,1,0,0
18-20,19713,NEWARK,F,253,192,28,417,225,220,45,40
66-70,19973,SEAFORD,F,384,407,9,782,375,416,2,10
61-65,19954,HOUSTON,F,37,45,2,80,35,47,0,0
41-45,19956,LAUREL,M,204,266,13,457,191,279,9,29
31-35,19966,MILLSBORO,F,453,324,29,748,424,353,31,42
51-55,19804,NEWPORT,F,6,4,1,9,5,5,1,0
71+,19944,FENWICK ISLAND,F,72,37,0,109,72,37,0,0
26-30,19962,MAGNOLIA,F,258,141,16,383,242,157,17,25
31-35,19952,HARRINGTON,F,222,152,21,353,201,173,17,12
51-55,19732,ROCKLAND,M,3,0,0,3,3,0,1,0
66-70,19706,DELAWARE CITY,M,33,30,3,60,30,33,1,1
16-17,19730,ODESSA,F,0,2,0,2,0,2,0,0
45-50,19807,WILMINGTON,F,211,82,0,293,211,82,0,3
18-20,19943,FELTON,M,104,109,6,207,98,115,15,22
41-45,19707,HOCKESSIN,F,329,200,2,527,327,202,4,4
16-17,19938,CLAYTON,M,28,24,2,50,26,26,2,1
66-70,19971,REHOBOTH,F,14,7,0,21,14,7,0,0
56-60,19941,ELLENDALE,M,56,78,5,129,51,83,6,5
71+,19934,CAMDEN WYOMING,F,222,251,11,462,211,262,2,5
66-70,19713,NEWARK,F,389,385,9,765,380,394,4,9
18-20,19962,MAGNOLIA,M,158,120,11,267,147,131,17,20
51-55,19934,CAMDEN WYOMING,F,173,125,6,292,167,131,7,4
26-30,19979,VIOLA,M,15,9,1,23,14,10,1,0
36-40,19701,BEAR,M,710,798,53,1455,657,851,59,68
61-65,19806,WILMINGTON,F,199,81,4,276,195,85,5,2
71+,19956,LAUREL,M,283,571,9,845,274,580,4,9
41-45,19808,WILMINGTON,F,714,398,25,1087,689,423,25,25
61-65,19711,NEWARK,M,926,629,14,1541,912,643,10,8
31-35,19713,NEWARK,M,653,812,64,1401,589,876,75,122
71+,19730,ODESSA,F,28,18,2,44,26,20,0,0
26-30,19806,WILMINGTON,M,383,150,11,522,372,161,19,10
21-25,19954,HOUSTON,M,35,22,2,55,33,24,2,6
41-45,19955,KENTON,F,3,4,0,7,3,4,1,0
66-70,19934,CAMDEN,F,49,49,0,98,49,49,0,2
51-55,19802,WILMINGTON,M,288,467,59,696,229,526,24,46
51-55,19939,DAGSBORO,F,115,89,1,203,114,90,1,2
41-45,19805,WILMINGTON,M,478,703,97,1084,381,800,69,96
56-60,19713,NEWARK,M,462,524,29,957,433,553,24,28
18-20,19808,WILMINGTON,M,356,249,31,574,325,280,49,43
21-25,19807,WILMINGTON,M,170,66,4,232,166,70,8,3
18-20,19953,HARTLY,F,31,24,2,53,29,26,2,6
56-60,19734,TOWNSEND,M,232,209,6,435,226,215,4,9
36-40,19934,CAMDEN,F,77,34,3,108,74,37,1,3
31-35,19966,MILLSBORO,M,464,363,50,777,414,413,52,43
71+,19971,REHOBOTH BEACH,M,857,712,25,1544,832,737,13,8
66-70,19963,MILFORD,F,410,313,5,718,405,318,2,5
41-45,19720,NEW CASTLE,F,849,1040,73,1816,776,1113,58,82
45-50,19734,TOWNSEND,F,309,208,6,511,303,214,11,3
21-25,19720,NEW CASTLE,M,831,1243,134,1940,697,1377,181,299
45-50,19968,MILTON,F,210,139,5,344,205,144,5,6
45-50,19731,PORT PENN,F,5,3,1,7,4,4,1,0
66-70,19709,MIDDLETOWN,M,491,465,7,949,484,472,5,2
31-35,19803,WILMINGTON,F,410,165,12,563,398,177,11,13
36-40,19803,WILMINGTON,F,479,200,4,675,475,204,7,7
26-30,19802,WILMINGTON,M,364,638,101,901,263,739,68,154
36-40,19964,MARYDEL,F,22,14,2,34,20,16,2,0
66-70,19802,WILMINGTON,M,189,309,14,484,175,323,9,17
61-65,19973,SEAFORD,F,424,407,9,822,415,416,8,6
71+,19809,WILMINGTON,F,414,401,28,787,386,429,5,6
16-17,19958,LEWES,F,66,20,3,83,63,23,7,1
71+,19808,MARSHALLTON,M,2,4,1,5,1,5,0,0
66-70,19970,OCEAN VIEW,M,343,171,4,510,339,175,4,0
16-17,19807,WILMINGTON,F,39,7,2,44,37,9,3,0
66-70,19952,HARRINGTON,F,167,158,3,322,164,161,1,2
26-30,19701,BEAR,F,894,711,52,1553,842,763,60,89
56-60,19807,WILMINGTON,M,207,100,0,307,207,100,2,2
56-60,19803,WILMINGTON,F,618,244,7,855,611,251,5,2
51-55,19967,MILLVILLE,F,30,12,0,42,30,12,1,0
56-60,19971,REHOBOTH BEACH,M,342,242,10,574,332,252,8,7
31-35,19967,MILLVILLE,F,17,6,0,23,17,6,2,0
21-25,19804,WILMINGTON,M,272,277,27,522,245,304,45,57
26-30,19966,MILLSBORO,M,459,340,52,747,407,392,63,58
26-30,19805,ELSMERE,M,16,14,7,23,9,21,4,8
56-60,19970,OCEAN VIEW,M,183,102,11,274,172,113,7,4
36-40,19806,WILMINGTON,M,262,104,10,356,252,114,9,10
18-20,19941,ELLENDALE,M,22,22,0,44,22,22,2,2
45-50,19946,FREDERICA,M,66,70,7,129,59,77,5,5
16-17,19946,FREDERICA,M,16,14,0,30,16,14,1,0
31-35,19934,WYOMING,F,42,16,3,55,39,19,4,1
45-50,19963,MILFORD,F,356,248,13,591,343,261,9,19
26-30,19807,WILMINGTON,F,144,50,0,194,144,50,1,5
36-40,19968,MILTON,F,247,122,16,353,231,138,18,12
31-35,19968,MILTON,M,221,159,23,357,198,182,21,15
41-45,19703,CLAYMONT,M,182,267,13,436,169,280,13,19
16-17,19951,HARBESON,M,3,3,1,5,2,4,1,1
56-60,19967,MILLVILLE,M,31,17,2,46,29,19,1,0
41-45,19936,CHESWOLD,F,6,4,0,10,6,4,0,0
18-20,19709,MIDDLETOWN,M,614,434,30,1018,584,464,57,56
26-30,19933,BRIDGEVILLE,M,160,168,20,308,140,188,17,34
26-30,19940,DELMAR,M,123,95,6,212,117,101,12,6
36-40,19940,DELMAR,F,157,86,5,238,152,91,6,3
26-30,19808,WILMINGTON,M,790,510,62,1238,728,572,64,72
21-25,19940,DELMAR,M,107,101,9,199,98,110,13,11
16-17,19941,ELLENDALE,F,4,4,0,8,4,4,0,1
31-35,19977,SMYRNA,F,521,376,28,869,493,404,31,34
45-50,19941,ELLENDALE,M,35,55,5,85,30,60,3,9
61-65,19960,LINCOLN,M,83,141,4,220,79,145,3,5
71+,19736,YORKLYN,M,8,13,0,21,8,13,0,0
66-70,19946,FREDERICA,M,66,65,2,129,64,67,2,3
26-30,19975,SELBYVILLE,M,118,87,11,194,107,98,9,15
71+,19807,WILMINGTON,F,468,395,34,829,434,429,3,5
56-60,19804,WILMINGTON,F,378,276,22,632,356,298,8,6
31-35,19971,REHOBOTH BEACH,M,178,126,28,276,150,154,30,26
26-30,19801,WILMINGTON,M,313,429,63,679,250,492,53,106
18-20,19734,TOWNSEND,F,162,111,3,270,159,114,10,11
41-45,19968,MILTON,F,243,95,6,332,237,101,10,3
21-25,19805,ELSMERE,F,12,10,0,22,12,10,3,1
61-65,19806,WILMINGTON,M,166,89,3,252,163,92,1,3
71+,19801,WILMINGTON,F,102,308,16,394,86,324,1,3
56-60,19801,WILMINGTON,F,166,272,34,404,132,306,13,20
66-70,19968,MILTON,M,376,287,6,657,370,293,6,5
45-50,19901,DOVER,M,386,478,44,820,342,522,37,47
31-35,19709,MIDDLETOWN,M,775,536,39,1272,736,575,49,53
16-17,19967,MILLVILLE,F,3,0,1,2,2,1,1,0
61-65,19808,WILMINGTON,F,982,602,14,1570,968,616,5,6
16-17,19709,MIDDLETOWN,M,179,138,9,308,170,147,15,12
45-50,19958,LEWES,F,403,199,11,591,392,210,11,9
18-20,19809,WILMINGTON,M,113,78,6,185,107,84,13,10
45-50,19958,LEWES,M,335,226,15,546,320,241,13,13
18-20,19702,NEWARK,F,520,424,48,896,472,472,73,90
16-17,19734,TOWNSEND,M,40,32,4,68,36,36,6,4
66-70,19964,MARYDEL,M,17,23,0,40,17,23,0,0
66-70,19703,CLAYMONT,F,161,183,3,341,158,186,1,1
41-45,19971,REHOBOTH BEACH,M,160,107,10,257,150,117,12,11
16-17,19711,NEWARK,F,130,60,3,187,127,63,5,9
66-70,19943,FELTON,M,168,204,5,367,163,209,2,6
61-65,19901,DOVER,M,428,475,25,878,403,500,20,20
56-60,19706,DELAWARE CITY,M,35,42,3,74,32,45,2,3
71+,19969,NASSAU,M,2,1,0,3,2,1,0,0
45-50,19803,TALLEYVILLE,M,11,9,1,19,10,10,1,2
16-17,19939,DAGSBORO,M,11,12,1,22,10,13,1,2
31-35,19805,WILMINGTON,M,769,825,122,1472,647,947,95,138
31-35,19720,NEW CASTLE,F,1036,1133,101,2068,935,1234,94,150
31-35,19973,SEAFORD,M,422,451,54,819,368,505,42,77
61-65,19951,HARBESON,F,59,30,0,89,59,30,3,0
45-50,19720,NEW CASTLE,M,794,1214,72,1936,722,1286,54,110
45-50,19954,HOUSTON,M,14,21,3,32,11,24,0,1
71+,19804,NEWPORT,F,8,16,1,23,7,17,1,0
18-20,19950,GREENWOOD,F,63,62,7,118,56,69,12,5
36-40,19952,HARRINGTON,F,200,114,10,304,190,124,10,13
66-70,19806,WILMINGTON,M,179,111,5,285,174,116,2,5
66-70,19934,CAMDEN WYOMING,M,120,111,3,228,117,114,4,0
66-70,19945,FRANKFORD,M,189,181,7,363,182,188,2,3
71+,19804,WILMINGTON,M,268,489,24,733,244,513,6,11
71+,19943,FELTON,F,298,455,10,743,288,465,2,6
61-65,19703,CLAYMONT,M,241,229,10,460,231,239,5,8
31-35,19810,WILMINGTON,M,444,345,25,764,419,370,25,30
16-17,19702,NEWARK,F,129,105,4,230,125,109,13,11
18-20,19934,WYOMING,F,11,7,2,16,9,9,2,0
16-17,19934,CAMDEN WYOMING,M,30,15,1,44,29,16,2,1
41-45,19941,ELLENDALE,F,33,45,0,78,33,45,2,5
45-50,19802,WILMINGTON,M,298,452,69,681,229,521,31,57
36-40,19720,NEW CASTLE,M,804,1229,132,1901,672,1361,90,195
18-20,19964,MARYDEL,F,13,5,5,13,8,10,6,1
21-25,19977,SMYRNA,M,387,415,49,753,338,464,65,90
71+,19953,HARTLY,M,77,163,3,237,74,166,2,3
71+,19805,WILMINGTON,F,470,849,50,1269,420,899,9,12
51-55,19955,KENTON,F,3,4,1,6,2,5,0,0
36-40,19803,TALLEYVILLE,M,9,6,1,14,8,7,1,1
61-65,19958,LEWES,F,1083,504,13,1574,1070,517,12,8
45-50,19707,HOCKESSIN,F,431,204,4,631,427,208,5,2
66-70,19730,ODESSA,F,16,12,0,28,16,12,0,0
16-17,19934,CAMDEN,F,11,6,0,17,11,6,1,1
26-30,19943,FELTON,M,225,194,28,391,197,222,26,36
71+,19975,SELBYVILLE,F,665,596,11,1250,654,607,3,5
